,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
3,52,XRP,XRP,xrp,1589,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58338141684.0,99986253154.0,False,,4,,,,2025-04-17T02:37:00.000Z,2.069646878204185,3400871825.45838,10.734,-0.82977138,-0.80977502,2.46040937,-10.14431828,-25.71356248,-37.50944759,120739352816.52403,4.5606,206964687820.42,,2025-04-17T02:37:00.000Z,,,,,,2025-04-17 08:07:30.988345
4,1839,BNB,BNB,bnb,2470,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140891042.43,140891042.43,False,,5,,,,2025-04-17T02:37:00.000Z,582.4383870084787,1413332151.6308265,4.7939,-0.35365319,-0.09574254,0.58016051,-7.64071819,-11.70459419,-18.6233722,82060351496.87233,3.0996,82060351496.87,,2025-04-17T02:37:00.000Z,,,,,,2025-04-17 08:07:30.988345
5,5426,Solana,SOL,solana,898,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,516404573.36441016,598728997.976584,True,,6,,,,2025-04-17T02:36:00.000Z,130.75531525565083,4381860614.946207,32.8573,-1.25623006,3.24003051,11.52851748,4.26056641,-32.67502789,-38.7598873,67522642789.72332,2.5482,78286998883.13,,2025-04-17T02:36:00.000Z,,,,,,2025-04-17 08:07:30.988345
6,3408,USDC,USDC,usd-coin,27148,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,60476601943.81106,60476601943.81106,False,,7,,,,2025-04-17T02:36:00.000Z,0.9998414318539905,9934834091.52882,2.4478,-0.01226879,-0.00518191,-0.01046705,-0.01272613,-0.01441924,-0.01037978,60467012281.16388,2.2823,60467012281.16,,2025-04-17T02:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-04-17 08:07:30.988345
7,1958,TRON,TRX,tron,1164,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94952980196.97128,94952975433.33456,True,,8,,,,2025-04-17T02:37:00.000Z,0.2441256000705759,699245952.4315491,17.4207,-1.02922743,-2.88224383,2.00862783,9.92571875,2.69387806,0.81428529,23180453269.075127,0.8757,23180452106.15,,2025-04-17T02:37:00.000Z,,,,,,2025-04-17 08:07:30.988345
8,74,Dogecoin,DOGE,dogecoin,1203,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148883956383.70526,148883956383.70526,True,,9,,,,2025-04-17T02:37:00.000Z,0.15540277203913905,792047869.0254302,1.1089,-0.93722427,-0.18747907,-1.44210679,-7.94855258,-42.87174044,-59.88542504,23136979534.182068,0.8739,23136979534.18,,2025-04-17T02:37:00.000Z,,,,,,2025-04-17 08:07:30.988345
9,2010,Cardano,ADA,cardano,1505,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35287114426.69233,44994927702.53886,False,,10,,,,2025-04-17T02:37:00.000Z,0.611459969580906,630090844.885548,-17.3025,-0.80379889,-0.42543025,-1.78012556,-13.86817333,-21.43954548,-45.37933233,21576657913.94324,0.815,27515698631.14,,2025-04-17T02:37:00.000Z,,,,,,2025-04-17 08:07:30.988345
10,3957,UNUS SED LEO,LEO,unus-sed-leo,59,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923681434.9,985239504.0,False,,11,,,,2025-04-17T02:37:00.000Z,9.434364991926534,2315088.55829016,18.7169,0.56996599,1.17328897,0.55648715,-1.819223,-3.57915215,-3.27240456,8714347793.113028,0.3292,9295109085.2,,2025-04-17T02:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-04-17 08:07:30.988345
11,1975,Chainlink,LINK,chainlink,1990,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,12,,,,2025-04-17T02:37:00.000Z,12.357211896430854,288288081.695049,-5.7839,-1.05759592,-0.20872472,-0.55495058,-11.02639067,-34.51545186,-48.05022769,8119923572.023539,0.3067,12357211896.43,,2025-04-17T02:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-04-17 08:07:30.988345
12,5805,Avalanche,AVAX,avalanche,906,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1', 'made-in-america']",715748719.0,416035338.82110727,452704838.82110727,False,,13,,,,2025-04-17T02:35:00.000Z,18.863028514100343,227787708.84472477,-16.6422,-0.46912619,-0.29266682,3.30688918,1.17091897,-25.41889892,-53.71124173,7847686459.0559435,0.2962,13501188495.43,,2025-04-17T02:35:00.000Z,,,,,,2025-04-17 08:07:30.988345
13,11419,Toncoin,TON,toncoin,719,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2509731348.658803,5127405061.83881,True,,14,,,,2025-04-17T02:37:00.000Z,2.941019005322467,138302102.17896825,-23.8302,-0.06570677,1.26217284,-4.48773465,-14.00698117,-22.58212281,-46.93559411,7381167594.659127,0.2788,15079795734.85,,2025-04-17T02:37:00.000Z,,,,,,2025-04-17 08:07:30.988345
14,512,Stellar,XLM,stellar,701,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30833139894.829952,50001786892.81785,False,,15,,,,2025-04-17T02:36:00.000Z,0.23510021758177913,146480325.99847263,-1.8729,-0.99086988,-0.79381923,-0.99939533,-12.57556997,-32.46803687,-52.38717577,7248877898.003956,0.2736,11755435660.98,,2025-04-17T02:36:00.000Z,,,,,,2025-04-17 08:07:30.988345
0,1,Bitcoin,BTC,bitcoin,12039,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19852362.0,19852362.0,False,,1,,,,2025-04-17T02:38:00.000Z,84065.4829664372,28297372901.818962,1.4238,-0.38976785,0.28386539,2.10885589,0.79218686,-13.87688316,-17.26571238,1668898399554.545,63.0386,1765375142295.18,,2025-04-17T02:38:00.000Z,,,,,,2025-04-17 08:08:32.107509
1,1027,Ethereum,ETH,ethereum,10134,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120698109.34014876,120698109.34014876,True,,2,,,,2025-04-17T02:38:00.000Z,1586.6450364042478,14970653903.747944,19.4165,-0.20815571,-0.64510706,-3.26248819,-17.11297739,-41.21620775,-52.94498177,191505056087.92422,7.2336,191505056087.92,,2025-04-17T02:38:00.000Z,,,,,,2025-04-17 08:08:32.107509
2,825,Tether USDt,USDT,tether,124359,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,144804996163.49295,148032435825.0521,True,,3,,,,2025-04-17T02:37:00.000Z,0.9999304732380444,57858811865.21301,3.6882,-0.00156743,-0.00176025,0.03270673,-0.0252087,-0.02195306,0.01789158,144794928340.99472,5.4693,148022143609.12,,2025-04-17T02:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-04-17 08:08:32.107509
